Date,Buyer,Title
09/23/1738,"lintot, henry",common law common places
09/23/1738,"lintot, henry",complete attorney practice
09/23/1738,"lintot, henry",duke of norfolk trial
09/23/1738,"lintot, henry",grammar brightland
09/23/1738,"lintot, henry",hamden trial
09/23/1738,"lintot, henry",hudibras
09/23/1738,"lintot, henry",law dictionary
09/23/1738,"lintot, henry",law of nature
09/23/1738,"lintot, henry",law of travelling
09/23/1738,"lintot, henry",ludlow memoirs
09/23/1738,"lintot, henry",pomona
09/23/1738,"lintot, henry",scrivener guide
09/23/1738,"lintot, henry",sprat royal society
09/23/1738,"lintot, henry",state trials
09/23/1738,"lintot, henry",turretin orations
09/23/1738,"longman, thomas i",dictionary chambers
09/23/1738,"rivington, charles i",horace
09/23/1738,"rivington, james",horace
09/23/1738,"rivington, john i",horace
09/23/1738,"shuckburgh, john",church anatomy
09/23/1738,"shuckburgh, john",forfeited estates in scotland
09/23/1738,"shuckburgh, john",petty poltical essays
09/23/1738,"shuckburgh, john",turkish spy
09/23/1738,"shuckburgh, john",william temple memoirs
09/23/1738,"waller, thomas",country courts
09/23/1738,"waller, thomas",law of bankrupts
09/23/1738,"waller, thomas",lilly abridgement
09/23/1738,"waller, thomas",lilly entries
09/23/1738,"waller, thomas",nelson justice
09/23/1738,"waller, thomas",nelson lutwyche
09/23/1738,"waller, thomas",privilegia londini
09/23/1738,"waller, thomas",sea laws
09/23/1738,"waller, thomas",shower reports
09/23/1738,"waller, thomas",tables to the reports
09/23/1738,"waller, thomas",watson clergyman law
09/23/1738,"waller, thomas",wentworth office of executors
09/23/1738,"ward, aaron",history of the civil law
09/23/1738,"ware, richard",antiochus and stratonice
09/23/1738,"ware, richard",art of poetry
09/23/1738,"ware, richard",daniel works
09/23/1738,"ware, richard",ethiopics
09/23/1738,"ware, richard",lives of the beauties
09/23/1738,"ware, richard",persian and turkish tales
09/23/1738,"ware, richard",reeves apology
09/23/1738,"ware, richard",rochester works
09/23/1738,"ware, richard",thomas rymer poems
09/23/1738,"ware, richard",trojan tales
09/23/1738,"ware, richard",wycherly works
09/23/1738,"wilcox, thomas",vitruvius britannicus
10/16/1738,"chandler, richard",magna britannia and hiberia
10/16/1738,"ward, caesar",magna britannia and hiberia
11/25/1738,"birt, samuel",almost christian
11/25/1738,"birt, samuel",burkitt new testament
11/25/1738,"birt, samuel",grammar wase
11/25/1738,"birt, samuel",spelling ronksley
11/25/1738,"birt, samuel",vestibulum technicum
11/25/1738,"clarke, john (dl and spc)",allain guide to heaven
11/25/1738,"clarke, john (dl and spc)",allein alarm
11/25/1738,"clarke, john (dl and spc)",burkitt poor man help
11/25/1738,"comyns, edmund",burkitt new testament
11/25/1738,"comyns, edmund",dictionary littleton
11/25/1738,"davidson, joseph",evans sermons
11/25/1738,"hett, richard",moral songs
11/25/1738,"hett, richard",watts hymns
11/25/1738,"hitch, charles",burkitt new testament
11/25/1738,"hodges, james",burkitt new testament
11/25/1738,"hodges, james",delphin juvenal
11/25/1738,"manby, richard",state of physic
11/25/1738,"osborne, thomas i",howe family religion
11/25/1738,"osborne, thomas i",howe sermons
11/25/1738,"osborne, thomas ii",howe family religion
11/25/1738,"osborne, thomas ii",howe sermons
11/25/1738,"oswald, john",burkitt new testament
11/25/1738,"oswald, john",evans sermons
11/25/1738,"rivington, charles i",burkitt new testament
11/25/1738,"rivington, james",burkitt new testament
11/25/1738,"rivington, john i",burkitt new testament
11/25/1738,"sanders, theodore",geographical grammar
11/25/1738,"ward, aaron",addy shorthand
11/25/1738,"ward, aaron",baxter call
11/25/1738,"ward, aaron",burkitt new testament
11/25/1738,"ward, aaron",closet devotions
11/25/1738,"ward, aaron",copies
11/25/1738,"ward, aaron",great britain joys
11/25/1738,"ward, aaron",henry directions
11/25/1738,"ward, aaron",henry four discourses
11/25/1738,"ward, aaron",henry hymns
11/25/1738,"ward, aaron",henry of meekness
11/25/1738,"ward, aaron",henry sacrament
11/25/1738,"ward, aaron",henry scripture catechism
11/25/1738,"ward, aaron",henry sermons
11/25/1738,"ward, aaron",howe pieces
11/25/1738,"ward, aaron",life of matthew henry
11/25/1738,"ward, aaron",life of philip henry
11/25/1738,"ward, aaron",mason hymns
11/25/1738,"ward, aaron",poole annotations
11/25/1738,"ward, aaron",shower sacrament
11/25/1738,"ward, aaron",spelling scoffin
11/25/1738,"ward, aaron",vincent of catechism
11/25/1738,"ward, aaron",vincent of prayer
11/25/1738,"ward, aaron",whole concern of man
11/25/1738,"ward, aaron",wilkins prayer and preaching
02/03/1739,"brown, daniel ii",callis readings
02/03/1739,"brown, daniel ii",clerk guide
02/03/1739,"brown, daniel ii",conceit of court
02/03/1739,"brown, daniel ii",john selden tracts
02/03/1739,"brown, daniel ii",jones reports
02/03/1739,"brown, daniel ii",laws of new england
02/03/1739,"brown, daniel ii",leonard reports
02/03/1739,"brown, daniel ii",modern reports
02/03/1739,"brown, daniel ii",records of the tower
02/03/1739,"brown, daniel ii",robinson entries
02/03/1739,"brown, daniel ii",roll abridgement
02/03/1739,"brown, daniel ii",roll reports
02/03/1739,"king, john",amourous gallant
02/03/1739,"king, john",aris legacy
02/03/1739,"king, john",england witty jester
02/03/1739,"king, john",gifford books
02/03/1739,"king, john",god wonders
02/03/1739,"king, john",heavenly soul
02/03/1739,"king, john",hell everlasting flames avoided
02/03/1739,"king, john",history of giants
02/03/1739,"king, john",history of lewd women
02/03/1739,"king, john",horrors and terrors
02/03/1739,"king, john",jehosaphat
02/03/1739,"king, john",london spy
02/03/1739,"king, john",precious blood
02/03/1739,"king, john",robin hood songs
02/03/1739,"king, john",saints glory
02/03/1739,"king, john",scotch rogue
02/03/1739,"king, john",sins punished
02/03/1739,"king, john",the prodigal son
02/03/1739,"king, john",way of the world
02/03/1739,"king, john",west country clothier
02/03/1739,"king, thomas",amourous gallant
02/03/1739,"king, thomas",aris legacy
02/03/1739,"king, thomas",england witty jester
02/03/1739,"king, thomas",gifford books
02/03/1739,"king, thomas",god wonders
02/03/1739,"king, thomas",heavenly soul
02/03/1739,"king, thomas",hell everlasting flames avoided
02/03/1739,"king, thomas",history of giants
02/03/1739,"king, thomas",history of lewd women
02/03/1739,"king, thomas",horrors and terrors
02/03/1739,"king, thomas",jehosaphat
02/03/1739,"king, thomas",london spy
02/03/1739,"king, thomas",precious blood
02/03/1739,"king, thomas",robin hood songs
02/03/1739,"king, thomas",saints glory
02/03/1739,"king, thomas",scotch rogue
02/03/1739,"king, thomas",sins punished
02/03/1739,"king, thomas",the prodigal son
02/03/1739,"king, thomas",way of the world
02/03/1739,"king, thomas",west country clothier
02/03/1739,"longman, thomas i",copies
02/03/1739,"millar, andrew",burnet reformation
02/03/1739,"osborne, thomas i",tournefort complete herbal
02/03/1739,"osborne, thomas ii",tournefort complete herbal
02/03/1739,"oswald, john",flavel vindicia legis federis
02/03/1739,"richards, robert",dictionary cole latin
02/03/1739,"shuckburgh, john",bulstrode reports
02/03/1739,"shuckburgh, john",carter reports
02/03/1739,"shuckburgh, john",coke reports
02/03/1739,"shuckburgh, john",croke reports
02/03/1739,"shuckburgh, john",dictionary cole latin
02/03/1739,"shuckburgh, john",goldesborough reports
02/03/1739,"shuckburgh, john",keble reports
02/03/1739,"shuckburgh, john",raymond reports
02/03/1739,"shuckburgh, john",style reports
02/03/1739,"shuckburgh, john",thesaurus brevium
02/03/1739,"waller, thomas",dictionary cole latin
02/03/1739,"waller, thomas",farresley reports
02/03/1739,"ward, aaron",aesop fables
02/03/1739,"ward, aaron",arithmetic hodder
02/03/1739,"ward, aaron",english farrier
02/03/1739,"ward, aaron",gesta romanorum
02/03/1739,"ward, aaron",history of bible
02/03/1739,"ward, aaron",history of seven champions
02/03/1739,"ward, aaron",italian dictionary
02/03/1739,"ward, aaron",italian grammar
02/03/1739,"ward, aaron",juramenti
02/03/1739,"ward, aaron",lives of the fathers
02/03/1739,"ward, aaron",mandeville travels
02/03/1739,"ward, aaron",palmerin of england
02/03/1739,"ward, aaron",pharmacopoeia
02/03/1739,"ward, aaron",sprat against sorbiere
02/03/1739,"ward, aaron",sprat royal society
02/03/1739,"ward, aaron",tully epistles
02/03/1739,"ward, aaron",tully of thoughts
02/03/1739,"ward, aaron",tully orations
02/03/1739,"ward, aaron",wanley wonders
02/03/1739,"ward, aaron",warwick memoirs
02/03/1739,"woodward, thomas",valentine devotions
02/03/1739,"woodward, thomas",wake on death
02/03/1739,"woodward, thomas",wake sermons
02/03/1739,"woodward, thomas",wilkins natural religion
02/18/1739,"barker, anthony",horneck best exercise
02/18/1739,"barker, anthony",horneck consideration
02/18/1739,"barker, anthony",horneck crucified jesus
02/18/1739,"barker, anthony",horneck fire of the altar
02/18/1739,"barker, anthony",stanhope epictetus
02/18/1739,"barker, anthony",stanhope epistles
02/18/1739,"barker, anthony",stanhope parsons christian directory
02/18/1739,"bathurst, charles",erasmus
02/18/1739,"birt, samuel",anatomy
02/18/1739,"birt, samuel",devout communicant
02/18/1739,"birt, samuel",halifax miscellanies
02/18/1739,"birt, samuel",the hind and panther
02/18/1739,"birt, samuel",wake appeal
02/18/1739,"birt, samuel",wake authority of christian princes
02/18/1739,"birt, samuel",wake catechism
02/18/1739,"birt, samuel",wake genuine epistles of the fathers
02/18/1739,"birt, samuel",wake sermons
02/18/1739,"birt, samuel",wake state of the church
02/18/1739,"brown, daniel ii",niccolo machiavelli works
02/18/1739,"brown, daniel ii",talent tables
02/18/1739,"chandler, richard",cotton works
02/18/1739,"chandler, richard",misson travels
02/18/1739,"chandler, richard",schrevelii lexicon
02/18/1739,"cooper, mary",geography
02/18/1739,"cooper, mary",maps
02/18/1739,"cooper, thomas",geography
02/18/1739,"cooper, thomas",maps
02/18/1739,"hitch, charles",dictionary cole
02/18/1739,"hodges, james",dictionary cole latin
02/18/1739,"hodges, james",everard gauging
02/18/1739,"hodges, james",schrevelii lexicon
02/18/1739,"hutton, james",nelson festivals
02/18/1739,"knapton, john",reflections upon learning
02/18/1739,"knapton, paul",reflections upon learning
02/18/1739,"lintot, henry",gentleman recreation
02/18/1739,"parker, william",cambridge concordance
02/18/1739,"parker, william",copies
02/18/1739,"parker, william",delphin cicero orations
02/18/1739,"parker, william",delphin florus
02/18/1739,"parker, william",delphin horace
02/18/1739,"parker, william",delphin justinius
02/18/1739,"parker, william",delphin juvenal
02/18/1739,"parker, william",dictionary cole latin
02/18/1739,"parker, william",drelincourt death
02/18/1739,"parker, william",geography
02/18/1739,"parker, william",nelson festivals
02/18/1739,"parker, william",roman history
02/18/1739,"parker, william",schrevelii lexicon
02/18/1739,"pigot, thomas",history of england
02/18/1739,"pigot, thomas",history of the turks
02/18/1739,"rivington, charles i",bull sermons
02/18/1739,"rivington, james",bull sermons
02/18/1739,"rivington, john i",bull sermons
02/18/1739,"steen, mishach",vaugnion surgery
02/18/1739,"vallant, paul",dictionary boyer french
02/18/1739,"ward, aaron",commonplace book of the bible
02/18/1739,"ward, aaron",dictionary cole
02/18/1739,"ware, richard",dictionary cole
02/18/1739,"ware, richard",dictionary cole latin
02/18/1739,"ware, richard",law of nature
02/18/1739,"ware, richard",leusden compendium
02/18/1739,"ware, richard",nelson sacrament
02/18/1739,"wicksteed, edward i",talent tables
04/23/1739,"atkinson, john",conduct of the emperor
04/23/1739,"atkinson, john",english nobleman
04/23/1739,"atkinson, john",excise anatomised
04/23/1739,"atkinson, john",montpellier physican letter
04/23/1739,"atkinson, john",thoughts on trade
04/23/1739,"brown, daniel ii",fuller worthies index
04/23/1739,"brown, daniel ii",trenchard against stanging armies
04/23/1739,"davis, charles",civil government
04/23/1739,"davis, charles",history of ireland
04/23/1739,"davis, charles",history of spiders
04/23/1739,"davis, charles",memoirs of count bonneval
04/23/1739,"duke, joseph",lives of the painters
04/23/1739,"duke, joseph",silk worms
04/23/1739,"millar, andrew",taxing annuities
04/23/1739,"mitchell, james",french excises
04/23/1739,"mitchell, james",spanish insolence corrected
04/23/1739,"nourse, john",proverbs
04/23/1739,"nourse, john",vocabulary four languages
04/23/1739,"osborne, thomas i",dictionary sparrow
04/23/1739,"osborne, thomas i",excise letters
04/23/1739,"osborne, thomas i",father paul beneficiary matters
04/23/1739,"osborne, thomas ii",dictionary sparrow
04/23/1739,"osborne, thomas ii",excise letters
04/23/1739,"osborne, thomas ii",father paul beneficiary matters
04/23/1739,"ward, aaron",ray travels
04/23/1739,"wilcox, thomas",epitaphs
04/23/1739,"wright, john",tasso aminta
07/07/1739,"brown, daniel ii",palladio architecture
07/07/1739,"lintot, henry",copies
07/07/1739,"waller, thomas",law copies
10/20/1739,"chandler, richard",english pleader
10/20/1739,"corbett, charles i",salmon chronological historian
10/20/1739,"hazard, joseph i",everyman his own lawyer
10/20/1739,"hazard, joseph i",guide to heaven
10/20/1739,"hazard, joseph i",history of bible
10/20/1739,"hazard, joseph i",ogilby roads
10/20/1739,"hazard, joseph i",pious christian sacrifice
10/20/1739,"hazard, joseph i",spelling brown
10/20/1739,"hazard, joseph i",spelling dixon
10/20/1739,"hazard, joseph i",trapp against popery
10/20/1739,"hazard, joseph i",trapp defence
10/20/1739,"hazard, joseph i",trapp on prayer
10/20/1739,"hazard, joseph i",trapp preservative
10/20/1739,"hazard, joseph i",trapp trinity
10/20/1739,"hazard, joseph i",william catechism
10/20/1739,"hazard, joseph ii",everyman his own lawyer
10/20/1739,"hazard, joseph ii",guide to heaven
10/20/1739,"hazard, joseph ii",history of bible
10/20/1739,"hazard, joseph ii",ogilby roads
10/20/1739,"hazard, joseph ii",pious christian sacrifice
10/20/1739,"hazard, joseph ii",spelling brown
10/20/1739,"hazard, joseph ii",spelling dixon
10/20/1739,"hazard, joseph ii",trapp against popery
10/20/1739,"hazard, joseph ii",trapp defence
10/20/1739,"hazard, joseph ii",trapp on prayer
10/20/1739,"hazard, joseph ii",trapp preservative
10/20/1739,"hazard, joseph ii",trapp trinity
10/20/1739,"hazard, joseph ii",william catechism
10/20/1739,"hodges, james",clarke introduction
10/20/1739,"hodges, james",everyman his own lawyer
10/20/1739,"hodges, james",reading english clerk's instructor
10/20/1739,"hodges, james",stanhope epistles
10/20/1739,"jackson, john",salmon chronological historian
10/20/1739,"mount, william",patoun navigation
10/20/1739,"osborne, thomas i",salmon chronological historian
10/20/1739,"osborne, thomas ii",salmon chronological historian
10/20/1739,"slater, henry",salmon chronological historian
10/20/1739,"ware, richard",the merry companion
10/20/1739,"ware, richard",universal officer of justice
12/03/1739,"anderson, george",law quibbles
12/03/1739,"chandler, richard",rudiments of ancient history
12/03/1739,"chandler, richard",trader pocket companion
12/08/1739,"birt, samuel",stanhope epistles
12/08/1739,"brown, daniel ii",chronological history
12/08/1739,"brown, daniel ii",clerk remembrancer
12/08/1739,"brown, daniel ii",court keeper
12/08/1739,"brown, daniel ii",courtkeeper companion
12/08/1739,"brown, daniel ii",english and scottish historical library
12/08/1739,"brown, daniel ii",genealogical history
12/08/1739,"brown, daniel ii",gentleman law
12/08/1739,"brown, daniel ii",grand precedent
12/08/1739,"brown, daniel ii",lady law
12/08/1739,"brown, daniel ii",law military
12/08/1739,"brown, daniel ii",law of appeals
12/08/1739,"brown, daniel ii",ludlow memoirs
12/08/1739,"brown, daniel ii",state of the universe
12/08/1739,"brown, daniel ii","tables of the emperors, kings and princes"
12/08/1739,"chandler, richard",lilly entries
12/08/1739,"chandler, richard",lilly register
12/08/1739,"chandler, richard",lilly reports of assize
12/08/1739,"chandler, richard",state of great britain
12/08/1739,"fisher, joseph",account of the earl of clarendon history of the civil wars
12/08/1739,"fisher, joseph",advice to young gentlemen
12/08/1739,"fisher, joseph",aesop lestrange
12/08/1739,"fisher, joseph",baker chronicle
12/08/1739,"fisher, joseph",beza poems
12/08/1739,"fisher, joseph",bosman guinea
12/08/1739,"fisher, joseph",cato
12/08/1739,"fisher, joseph",commerce and navigation
12/08/1739,"fisher, joseph",complete gentleman
12/08/1739,"fisher, joseph",constable of style
12/08/1739,"fisher, joseph",cooke reports
12/08/1739,"fisher, joseph",dale harwich
12/08/1739,"fisher, joseph",dennis on shakespeare
12/08/1739,"fisher, joseph",dictionary boyer
12/08/1739,"fisher, joseph",dictionary littleton
12/08/1739,"fisher, joseph",dugdale monasticon
12/08/1739,"fisher, joseph",geddes tracts
12/08/1739,"fisher, joseph",grounds of criticism
12/08/1739,"fisher, joseph",heywood government
12/08/1739,"fisher, joseph",history of hartz forest
12/08/1739,"fisher, joseph",history of holland
12/08/1739,"fisher, joseph",jones memory
12/08/1739,"fisher, joseph",laud poems
12/08/1739,"fisher, joseph",law of nature
12/08/1739,"fisher, joseph",life of king james iv
12/08/1739,"fisher, joseph",life of king william iii
12/08/1739,"fisher, joseph",military dictionary
12/08/1739,"fisher, joseph",moyle memoirs
12/08/1739,"fisher, joseph",on pope essay on criticism
12/08/1739,"fisher, joseph",perrault characters
12/08/1739,"fisher, joseph",public spirit
12/08/1739,"fisher, joseph",seneca
12/08/1739,"fisher, joseph",whitlock government
12/08/1739,"franklin, richard",builder dictionary
12/08/1739,"franklin, richard",dictionarium rusticum
12/08/1739,"franklin, richard",duty of a steward
12/08/1739,"franklin, richard",evelyn parallel
12/08/1739,"franklin, richard",gentleman farrier
12/08/1739,"franklin, richard",gentleman recreation
12/08/1739,"franklin, richard",howard cookery
12/08/1739,"franklin, richard",pomona
12/08/1739,"gosling, francis",royal cookery
12/08/1739,"gosling, robert",royal cookery
12/08/1739,"hawkins, george",state of great britain
12/08/1739,"hazard, joseph i",stanhope kempis
12/08/1739,"hazard, joseph ii",stanhope kempis
12/08/1739,"lintot, henry",art of dancing
12/08/1739,"lintot, henry",assembly
12/08/1739,"lintot, henry",callipaedia oldisworth
12/08/1739,"lintot, henry",cornelius nepos
12/08/1739,"lintot, henry",guillim heraldry
12/08/1739,"lintot, henry",joutel and sale voyage to mississippi
12/08/1739,"lintot, henry",modern practice of the exchequer
12/08/1739,"lintot, henry",muse in livery
12/08/1739,"lintot, henry",nelson justice
12/08/1739,"lintot, henry",rights of the crown
12/08/1739,"lintot, henry",rogers voyages
12/08/1739,"lintot, henry",roman history
12/08/1739,"lintot, henry",rycaut peru
12/08/1739,"lintot, henry",the honeysuckle
12/08/1739,"lintot, henry",theatrum scotiae
12/08/1739,"lintot, henry",vertot knights of malta
12/08/1739,"lintot, henry",wentworth office of executors
12/08/1739,"longman, thomas i",chamberlain
12/08/1739,"longman, thomas i",dialogue upon colours
12/08/1739,"longman, thomas i",dialogues of the gods
12/08/1739,"longman, thomas i","doctrine, displine, and worship of the mahometans"
12/08/1739,"longman, thomas i",durfey tales
12/08/1739,"longman, thomas i",dutch fables
12/08/1739,"longman, thomas i",francis osborn works
12/08/1739,"longman, thomas i",history of the jews
12/08/1739,"longman, thomas i",la motte discourse on homer
12/08/1739,"longman, thomas i",life of cato
12/08/1739,"longman, thomas i",life of mahomet
12/08/1739,"longman, thomas i",moses marcus defense
12/08/1739,"longman, thomas i",odyssey
12/08/1739,"longman, thomas i",passions and affections
12/08/1739,"longman, thomas i",peck creation
12/08/1739,"longman, thomas i",plato immortality of the soul
12/08/1739,"longman, thomas i",review paradise lost
12/08/1739,"longman, thomas i",saint evremond works
12/08/1739,"longman, thomas i",shakespeare restored
12/08/1739,"longman, thomas i",the platonic lovers
12/08/1739,"longman, thomas i",tilly devotions
12/08/1739,"longman, thomas i",tilly sermons
12/08/1739,"longman, thomas i",turretin orations
12/08/1739,"millar, andrew",attaint the pretender
12/08/1739,"millar, andrew",clito
12/08/1739,"millar, andrew",dialogue between timothy and philatheus
12/08/1739,"millar, andrew",life of harrington
12/08/1739,"millar, andrew",oldisworth essays on private judgement
12/08/1739,"millar, andrew",quintus curtius
12/08/1739,"millar, andrew",state of great britain
12/08/1739,"millar, andrew",stephens deism
12/08/1739,"millar, andrew",tindal defence of the church
12/08/1739,"millar, andrew",tindal four discourses
12/08/1739,"millar, andrew",tindal rights of church
12/08/1739,"millar, andrew",toland amyntor
12/08/1739,"millar, andrew",toland anglia libera
12/08/1739,"millar, andrew",toland art of canvassing
12/08/1739,"millar, andrew",toland art of governance by parties
12/08/1739,"millar, andrew",toland art of restoring
12/08/1739,"millar, andrew",toland dunkirk or dover
12/08/1739,"millar, andrew",toland grand mystery
12/08/1739,"millar, andrew",toland letter against popery
12/08/1739,"millar, andrew",toland letters to serena
12/08/1739,"millar, andrew",toland militia reformed
12/08/1739,"millar, andrew",toland monk letters
12/08/1739,"millar, andrew",toland paradoxes of state
12/08/1739,"millar, andrew",toland reasons to invite princess sophia of hanover
12/08/1739,"millar, andrew",toland reasons to naturalise jews
12/08/1739,"millar, andrew",toland vindicius liberius
12/08/1739,"millar, andrew",toland works
12/08/1739,"millar, andrew",tyndale works
12/08/1739,"osborne, thomas i",baglivi practice of physics
12/08/1739,"osborne, thomas i",chemistry
12/08/1739,"osborne, thomas i",de vomitione
12/08/1739,"osborne, thomas i",decimal arthimetic
12/08/1739,"osborne, thomas i",dictionary littleton
12/08/1739,"osborne, thomas i",diseases of tradesmen
12/08/1739,"osborne, thomas i",eclipses
12/08/1739,"osborne, thomas i",elements of physic
12/08/1739,"osborne, thomas i",febribus symtomaticis
12/08/1739,"osborne, thomas i",hydropibus
12/08/1739,"osborne, thomas i",kennedy letter of curiosity
12/08/1739,"osborne, thomas i",mathematics
12/08/1739,"osborne, thomas i",mercantile arithmetic
12/08/1739,"osborne, thomas i",mystagogus lilianus
12/08/1739,"osborne, thomas i",philosophy le grand
12/08/1739,"osborne, thomas i",treatise of the eye
12/08/1739,"osborne, thomas ii",baglivi practice of physics
12/08/1739,"osborne, thomas ii",chemistry
12/08/1739,"osborne, thomas ii",de vomitione
12/08/1739,"osborne, thomas ii",decimal arthimetic
12/08/1739,"osborne, thomas ii",dictionary littleton
12/08/1739,"osborne, thomas ii",diseases of tradesmen
12/08/1739,"osborne, thomas ii",eclipses
12/08/1739,"osborne, thomas ii",elements of physic
12/08/1739,"osborne, thomas ii",febribus symtomaticis
12/08/1739,"osborne, thomas ii",hydropibus
12/08/1739,"osborne, thomas ii",kennedy letter of curiosity
12/08/1739,"osborne, thomas ii",mathematics
12/08/1739,"osborne, thomas ii",mercantile arithmetic
12/08/1739,"osborne, thomas ii",mystagogus lilianus
12/08/1739,"osborne, thomas ii",philosophy le grand
12/08/1739,"osborne, thomas ii",treatise of the eye
12/08/1739,"rivington, charles i",dictionary boyer
12/08/1739,"rivington, james",dictionary boyer
12/08/1739,"rivington, john i",dictionary boyer
12/08/1739,"shuckburgh, john",bohun declarat and pleadings
12/08/1739,"shuckburgh, john",bohun english lawyer
12/08/1739,"shuckburgh, john",bohun institutio legalis
12/08/1739,"vallant, paul",dictionary boyer
12/08/1739,"vallant, paul",dictionary littleton
12/08/1739,"waller, thomas",egerton against coke
12/08/1739,"waller, thomas",hardres reports
12/08/1739,"waller, thomas",keeling reports
12/08/1739,"waller, thomas",law of nature
12/08/1739,"waller, thomas",puffendorf the history of europe
12/08/1739,"waller, thomas",raymond reports
12/08/1739,"waller, thomas",tables to the reports
12/08/1739,"waller, thomas",vaughn reports
12/08/1739,"waller, thomas",west treason and bills of attainment
12/08/1739,"ward, aaron",chronological history
12/08/1739,"ward, aaron",english and scottish historical library
12/08/1739,"ward, aaron",genealogical history
12/08/1739,"ward, aaron",ludlow memoirs
12/08/1739,"ward, aaron",stanhope kempis
12/08/1739,"ward, aaron",state of the universe
12/08/1739,"ward, aaron","tables of the emperors, kings and princes"
12/08/1739,"ware, richard",decerpta ex ovidii fastis
12/08/1739,"ware, richard",metamorphoses johnson
12/08/1739,"ware, richard",nouns and verbs
12/08/1739,"ware, richard",phaedrus
12/08/1739,"woodward, thomas",godolphin abridgment of ecclesiastical laws
12/08/1739,"woodward, thomas",law french and latin dictionary
12/08/1739,"woodward, thomas",law of bankrupts
12/08/1739,"woodward, thomas",law of estates taile
12/08/1739,"woodward, thomas",law of executors
12/08/1739,"woodward, thomas",law of mortgages
12/08/1739,"woodward, thomas",law of poor
12/08/1739,"woodward, thomas",law of travelling
12/08/1739,"woodward, thomas",modern cases
12/08/1739,"woodward, thomas",modern reports
12/08/1739,"woodward, thomas",orphan legacy
12/08/1739,"woodward, thomas",sea laws
12/08/1739,"worrall, john",adams' sermons
12/08/1739,"worrall, john",affinity law and divinity
12/08/1739,"worrall, john",aleyn reports
12/08/1739,"worrall, john",answer to filmer
12/08/1739,"worrall, john",arcana clericalia
12/08/1739,"worrall, john",ars transferendi
12/08/1739,"worrall, john",astry charge to grand juries
12/08/1739,"worrall, john",carthew reports
12/08/1739,"worrall, john",collier view of the stage and defence
12/08/1739,"worrall, john",country courts
12/08/1739,"worrall, john",death of queen anne
12/08/1739,"worrall, john",denham psalms
12/08/1739,"worrall, john",galateo of manners
12/08/1739,"worrall, john",history of the pontificate
12/08/1739,"worrall, john",history of valentinus gentilis
12/08/1739,"worrall, john",howell lords day
12/08/1739,"worrall, john",law dictionary
12/08/1739,"worrall, john",levinz entries
12/08/1739,"worrall, john",levinz reports
12/08/1739,"worrall, john",lilly entries
12/08/1739,"worrall, john",lilly register
12/08/1739,"worrall, john",lilly reports of assize
12/08/1739,"worrall, john",nelson lutwyche
12/08/1739,"worrall, john",privilegia londini
12/08/1739,"worrall, john",redeeming time
12/08/1739,"worrall, john",reeves sermon
12/08/1739,"worrall, john",reeves truth and falsehood
12/08/1739,"worrall, john",sacheverell collection of passages
12/08/1739,"worrall, john",sacheverell sermon
12/08/1739,"worrall, john",sacheverell speech
12/08/1739,"worrall, john",shower reports
12/08/1739,"worrall, john",theophrastus
12/08/1739,"worrall, john",tremaine entries
12/08/1739,"worrall, john",view of the stage and defence
12/08/1739,"worrall, john",watson clergyman law
12/24/1739,"davis, charles",review of life of oliver cromwell
12/24/1739,"hawkins, george",reading english clerk's instructor
12/24/1739,"osborn, john i (hd and pnr)",art of painting in miniature
12/24/1739,"osborn, john i (hd and pnr)",lady dispensatory
12/24/1739,"osborn, john i (hd and pnr)",review of life of oliver cromwell
12/24/1739,"osborn, john ii (hd and pnr)",art of painting in miniature
12/24/1739,"osborn, john ii (hd and pnr)",lady dispensatory
12/24/1739,"osborn, john ii (hd and pnr)",review of life of oliver cromwell
12/24/1739,"wood, john","the laboratory, or school of arts"
02/25/1740,"clarke, john (dl and spc)",art masterpiece
02/25/1740,"clarke, john (dl and spc)",wise masters
02/25/1740,"clarke, john (dl and spc)",wise mistresses
02/25/1740,"hodges, james",don quixote
02/25/1740,"king, thomas",family jewel
02/25/1740,"king, thomas",hocus pocus
02/25/1740,"king, thomas",legerdemain
02/25/1740,"king, thomas",little book for little children
02/25/1740,"king, thomas",seven champions
02/25/1740,"king, thomas",subterranean treasure
02/25/1740,"newton, john",angler sure guide
02/25/1740,"newton, john",art of dying
02/25/1740,"newton, john",builder dictionary
02/25/1740,"newton, john",collectio sententiarum
02/25/1740,"newton, john",hale contemplations
02/25/1740,"newton, john",martindale survey
02/25/1740,"newton, john",mathematics
02/25/1740,"newton, john",tutor to astrology
02/25/1740,"osborn, john i (hd and pnr)",academy of complements
02/25/1740,"osborn, john i (hd and pnr)",allen heart work
02/25/1740,"osborn, john i (hd and pnr)",collier
02/25/1740,"osborn, john i (hd and pnr)",cookery refined
02/25/1740,"osborn, john i (hd and pnr)",disuasive from the creature
02/25/1740,"osborn, john i (hd and pnr)",drexelius eternity
02/25/1740,"osborn, john i (hd and pnr)",england chronicle
02/25/1740,"osborn, john i (hd and pnr)",florist vade mecum
02/25/1740,"osborn, john i (hd and pnr)",fortunatus
02/25/1740,"osborn, john i (hd and pnr)",french perfumer
02/25/1740,"osborn, john i (hd and pnr)",guide to the altar
02/25/1740,"osborn, john i (hd and pnr)",history of portugal
02/25/1740,"osborn, john i (hd and pnr)",history of the storm
02/25/1740,"osborn, john i (hd and pnr)",lambert cattle
